Date,SPY,SPY_Volume,VOO,VOO_Volume,IVV,IVV_Volume,QQQ,QQQ_Volume,DIA,DIA_Volume
2021-04-05 17:06,404.57501220703125,13629885.0,371.898193359375,1094182.0,406.0779113769531,821895.0,328.6000061035156,7492234.0,334.3500061035156,1847036.0
2021-04-05 17:07,404.739990234375,13884478.0,372.0400085449219,1113528.0,406.239990234375,835746.0,328.6400146484375,7592978.0,334.489990234375,1887608.0
2021-04-05 17:08,404.68499755859375,14050218.0,372.0054016113281,1126214.0,406.239990234375,849294.0,328.635009765625,7760644.0,334.4599914550781,1910308.0
2021-04-05 17:09,404.70001220703125,14205528.0,372.0199890136719,1131024.0,406.2199096679688,856959.0,328.8399963378906,8026281.0,334.3599853515625,1929186.0
2021-04-05 17:10,404.7099914550781,14339826.0,372.0299987792969,1138536.0,406.1900024414063,863087.0,328.8699951171875,8188811.0,334.29998779296875,1951521.0
2021-04-05 17:11,404.7550048828125,14591550.0,372.0700073242188,1147963.0,406.30999755859375,868167.0,328.9200134277344,8286815.0,334.3800048828125,1976340.0
2021-04-05 17:12,404.6700134277344,15040667.0,371.9898986816406,1171148.0,406.1900024414063,891276.0,328.82000732421875,8499700.0,334.2799987792969,2025492.0
2021-04-05 17:13,404.7550048828125,15170603.0,372.0588073730469,1176177.0,406.2999877929688,900986.0,328.7799987792969,8585017.0,334.4020080566406,2040564.0
2021-04-05 17:14,404.80999755859375,15610037.0,372.1000061035156,1193362.0,406.30499267578125,910922.0,328.82000732421875,8689368.0,334.3699951171875,2057340.0
2021-04-05 17:15,405.0,16277402.0,372.2809143066406,1235711.0,406.5799865722656,959076.0,329.0799865722656,8986415.0,334.5899963378906,2163243.0
2021-04-05 17:16,405.2049865722656,16529163.0,372.4800109863281,1247421.0,406.74798583984375,965469.0,329.1300048828125,9110101.0,334.7900085449219,2177902.0
2021-04-05 17:17,405.260009765625,16797264.0,372.5199890136719,1254369.0,406.7999877929688,975828.0,329.0849914550781,9214420.0,334.8800964355469,2350292.0
2021-04-05 17:18,405.2749938964844,16962707.0,372.5400085449219,1264747.0,406.7999877929688,985349.0,329.1593017578125,9277113.0,334.9200134277344,2365892.0
2021-04-05 17:19,405.25,17309715.0,372.5249938964844,1268479.0,406.7999877929688,989847.0,329.2091064453125,9412401.0,334.8949890136719,2379478.0
2021-04-05 17:20,405.2900085449219,17495145.0,372.5700073242188,1277767.0,406.8699951171875,999383.0,329.3450012207031,9549193.0,334.9949951171875,2408932.0
2021-04-05 17:21,405.3949890136719,17729998.0,372.6199951171875,1284016.0,406.9100036621094,1013546.0,329.3900146484375,9672648.0,334.92498779296875,2437332.0
2021-04-05 17:22,405.42999267578125,18146733.0,372.6900024414063,1292197.0,407.0,1023196.0,329.4797058105469,9838466.0,334.970703125,2457342.0
